sample	name	start	end	length	missing_sites	depth_median	depth_mean	depth_min	depth_max	cov_perc_1.0x	cov_perc_2.0x	cov_perc_8.0x	cov_perc_10.0x	cov_perc_25.0x	cov_perc_30.0x	cov_perc_40.0x	cov_perc_50.0x	cov_perc_100.0x
mz454b	locus_1057344_1057902	1057344	1057902	559	0	713.0	678.9	196	732	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_1072022_1072555	1072022	1072555	534	0	282.0	271.4	104	290	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_1104604_1105171	1104604	1105171	568	0	324.0	303.4	63	330	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz454b	locus_6906_7492	6906	7492	587	0	168.0	164.3	71	173	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz454b	locus_1128360_1128924	1128360	1128924	565	0	211.0	197.3	50	216	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz454b	locus_1130248_1130844	1130248	1130844	597	0	105.0	92.7	19	109	100.0	100.0	100.0	100.0	99.7	99.7	99.3	96.0	58.8
mz454b	locus_101570_102137	101570	102137	568	0	220.0	196.8	43	227	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	86.3
mz454b	locus_106712_107310	106712	107310	599	0	177.0	170.0	73	185	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.5
mz454b	locus_19650_20166	19650	20166	517	0	256.0	251.5	123	266	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_189605_190127	189605	190127	523	0	85.0	83.1	30	86	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	0.0
mz454b	locus_214607_215181	214607	215181	575	0	80.0	78.5	18	83	100.0	100.0	100.0	100.0	99.7	99.7	99.7	99.5	0.0
mz454b	locus_20302_20892	20302	20892	591	0	101.0	92.1	17	113	100.0	100.0	100.0	100.0	99.7	99.7	99.2	93.4	55.3
mz454b	locus_244634_245243	244634	245243	610	0	202.0	176.7	43	216	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7	83.4
mz454b	locus_253222_253808	253222	253808	587	0	156.0	138.4	44	162	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.8	79.2
mz454b	locus_254023_254581	254023	254581	559	0	87.0	85.7	40	93	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.5	0.0
mz454b	locus_264813_265405	264813	265405	593	0	461.0	453.4	203	470	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_311821_312450	311821	312450	630	0	159.0	139.8	28	178	100.0	100.0	100.0	100.0	100.0	99.7	94.8	82.9	82.4
mz454b	locus_321507_322062	321507	322062	556	0	324.0	304.9	124	332	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_27662_28204	27662	28204	543	0	226.0	220.3	71	232	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz454b	locus_372296_372862	372296	372862	567	0	430.0	411.9	238	440	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_234911_235381	234911	235381	471	0	177.0	174.0	109	181	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
